3000,0.089999999999999997,75,5,0.80289803220036138
3000,0.089999999999999997,75,10,0.77282051282051534
3000,0.089999999999999997,75,15,0.76200357781753236
3000,0.089999999999999997,75,20,0.76122838401908266
3000,0.089999999999999997,75,25,0.76140727489564786
3000,0.099999999999999992,75,5,0.80308884913536349
3000,0.099999999999999992,75,10,0.77236732259988217
3000,0.099999999999999992,75,15,0.76217054263566009
3000,0.099999999999999992,75,20,0.76113297555158188
3000,0.099999999999999992,75,25,0.76002385211687662
